edge_mode,threshold,fpr,mu,tpr
scm,3.601174982571405,0.0,8.0,0.995
scm,3.717341917493063,0.0,4.0,0.13833333333333334
scm,3.717341917493063,0.0,6.0,0.8483333333333334
scm,3.717341917493063,0.0,8.0,0.9916666666666667
scm,3.833508852414721,0.0,4.0,0.10833333333333334
scm,3.833508852414721,0.0,6.0,0.8133333333333334
scm,3.833508852414721,0.0,8.0,0.9866666666666667
scm,3.9496757873363797,0.0,4.0,0.09
scm,3.9496757873363797,0.0,6.0,0.79
scm,3.9496757873363797,0.0,8.0,0.9816666666666667
scm,4.065842722258037,0.0,4.0,0.07
scm,4.065842722258037,0.0,6.0,0.7533333333333333
scm,4.065842722258037,0.0,8.0,0.9733333333333334
scm,4.182009657179696,0.0,4.0,0.05333333333333334
scm,4.182009657179696,0.0,6.0,0.7216666666666667
scm,4.182009657179696,0.0,8.0,0.9716666666666667
scm,4.298176592101354,0.0,4.0,0.043333333333333335
scm,4.298176592101354,0.0,6.0,0.6783333333333333
scm,4.298176592101354,0.0,8.0,0.9683333333333334
scm,4.4143435270230125,0.0,4.0,0.03166666666666667
scm,4.4143435270230125,0.0,6.0,0.6466666666666666
scm,4.4143435270230125,0.0,8.0,0.9583333333333334
scm,4.5305104619446706,0.0,4.0,0.028333333333333332
scm,4.5305104619446706,0.0,6.0,0.61
scm,4.5305104619446706,0.0,8.0,0.9483333333333334
scm,4.646677396866329,0.0,4.0,0.021666666666666667
scm,4.646677396866329,0.0,6.0,0.5616666666666666
scm,4.646677396866329,0.0,8.0,0.9316666666666666
scm,4.762844331787987,0.0,4.0,0.02
scm,4.762844331787987,0.0,6.0,0.5183333333333333
scm,4.762844331787987,0.0,8.0,0.9216666666666666
scm,4.879011266709646,0.0,4.0,0.008333333333333333
scm,4.879011266709646,0.0,6.0,0.4716666666666667
scm,4.879011266709646,0.0,8.0,0.9066666666666666
scm,4.995178201631304,0.0,4.0,0.006666666666666667
scm,4.995178201631304,0.0,6.0,0.43166666666666664
scm,4.995178201631304,0.0,8.0,0.8816666666666667
scm,5.111345136552962,0.0,4.0,0.006666666666666667
scm,5.111345136552962,0.0,6.0,0.405
scm,5.111345136552962,0.0,8.0,0.8583333333333333
scm,5.22751207147462,0.0,4.0,0.006666666666666667
scm,5.22751207147462,0.0,6.0,0.35833333333333334
scm,5.22751207147462,0.0,8.0,0.8466666666666667
scm,5.343679006396278,0.0,4.0,0.0033333333333333335
scm,5.343679006396278,0.0,6.0,0.32166666666666666
scm,5.343679006396278,0.0,8.0,0.82
scm,5.459845941317936,0.0,4.0,0.0016666666666666668
scm,5.459845941317936,0.0,6.0,0.2916666666666667
scm,5.459845941317936,0.0,8.0,0.795
scm,5.576012876239595,0.0,4.0,0.0016666666666666668
scm,5.576012876239595,0.0,6.0,0.25166666666666665
scm,5.576012876239595,0.0,8.0,0.7816666666666666
scm,5.692179811161253,0.0,4.0,0.0
scm,5.692179811161253,0.0,6.0,0.22
scm,5.692179811161253,0.0,8.0,0.7616666666666667
scm,5.808346746082911,0.0,4.0,0.0
scm,5.808346746082911,0.0,6.0,0.18833333333333332
scm,5.808346746082911,0.0,8.0,0.7283333333333334
scm,5.924513681004569,0.0,4.0,0.0
scm,5.924513681004569,0.0,6.0,0.165
scm,5.924513681004569,0.0,8.0,0.7016666666666667
scm,6.040680615926227,0.0,4.0,0.0
scm,6.040680615926227,0.0,6.0,0.13833333333333334
scm,6.040680615926227,0.0,8.0,0.6716666666666666
scm,6.1568475508478855,0.0,4.0,0.0
scm,6.1568475508478855,0.0,6.0,0.12166666666666667
scm,6.1568475508478855,0.0,8.0,0.6333333333333333
scm,6.273014485769544,0.0,4.0,0.0
scm,6.273014485769544,0.0,6.0,0.10333333333333333
scm,6.273014485769544,0.0,8.0,0.6
scm,6.3891814206912025,0.0,4.0,0.0
scm,6.3891814206912025,0.0,6.0,0.08333333333333333
scm,6.3891814206912025,0.0,8.0,0.555
scm,6.505348355612861,0.0,4.0,0.0
scm,6.505348355612861,0.0,6.0,0.07166666666666667
scm,6.505348355612861,0.0,8.0,0.5183333333333333
scm,6.621515290534519,0.0,4.0,0.0
scm,6.621515290534519,0.0,6.0,0.06166666666666667
scm,6.621515290534519,0.0,8.0,0.48833333333333334
scm,6.737682225456177,0.0,4.0,0.0
scm,6.737682225456177,0.0,6.0,0.05333333333333334
scm,6.737682225456177,0.0,8.0,0.46
scm,6.853849160377835,0.0,4.0,0.0
scm,6.853849160377835,0.0,6.0,0.045
scm,6.853849160377835,0.0,8.0,0.43333333333333335
scm,6.970016095299493,0.0,4.0,0.0
scm,6.970016095299493,0.0,6.0,0.04
scm,6.970016095299493,0.0,8.0,0.40166666666666667
scm,7.086183030221152,0.0,4.0,0.0
scm,7.086183030221152,0.0,6.0,0.035
scm,7.086183030221152,0.0,8.0,0.38166666666666665
scm,7.20234996514281,0.0,4.0,0.0
scm,7.20234996514281,0.0,6.0,0.03166666666666667
scm,7.20234996514281,0.0,8.0,0.3416666666666667
scm,7.318516900064468,0.0,4.0,0.0
scm,7.318516900064468,0.0,6.0,0.02666666666666667
scm,7.318516900064468,0.0,8.0,0.3233333333333333
scm,7.434683834986126,0.0,4.0,0.0
scm,7.434683834986126,0.0,6.0,0.02
scm,7.434683834986126,0.0,8.0,0.3016666666666667
scm,7.550850769907784,0.0,4.0,0.0
scm,7.550850769907784,0.0,6.0,0.013333333333333334
scm,7.550850769907784,0.0,8.0,0.2783333333333333
scm,7.667017704829442,0.0,4.0,0.0
scm,7.667017704829442,0.0,6.0,0.011666666666666667
scm,7.667017704829442,0.0,8.0,0.26
scm,7.7831846397511,0.0,4.0,0.0
scm,7.7831846397511,0.0,6.0,0.01
scm,7.7831846397511,0.0,8.0,0.23833333333333334
scm,7.899351574672759,0.0,4.0,0.0
scm,7.899351574672759,0.0,6.0,0.008333333333333333
scm,7.899351574672759,0.0,8.0,0.21
scm,8.015518509594417,0.0,4.0,0.0
scm,8.015518509594417,0.0,6.0,0.006666666666666667
scm,8.015518509594417,0.0,8.0,0.195
scm,8.131685444516075,0.0,4.0,0.0
scm,8.131685444516075,0.0,6.0,0.005
scm,8.131685444516075,0.0,8.0,0.17666666666666667
scm,8.247852379437735,0.0,4.0,0.0
scm,8.247852379437735,0.0,6.0,0.0033333333333333335
scm,8.247852379437735,0.0,8.0,0.155
scm,8.364019314359393,0.0,4.0,0.0
scm,8.364019314359393,0.0,6.0,0.0033333333333333335
scm,8.364019314359393,0.0,8.0,0.13833333333333334
scm,8.48018624928105,0.0,4.0,0.0
scm,8.48018624928105,0.0,6.0,0.0033333333333333335
scm,8.48018624928105,0.0,8.0,0.115
scm,8.596353184202709,0.0,4.0,0.0
scm,8.596353184202709,0.0,6.0,0.0033333333333333335
scm,8.596353184202709,0.0,8.0,0.105
scm,8.712520119124367,0.0,4.0,0.0
scm,8.712520119124367,0.0,6.0,0.0033333333333333335
scm,8.712520119124367,0.0,8.0,0.1
scm,8.828687054046025,0.0,4.0,0.0
scm,8.828687054046025,0.0,6.0,0.0016666666666666668
scm,8.828687054046025,0.0,8.0,0.09333333333333334
scm,8.944853988967683,0.0,4.0,0.0
scm,8.944853988967683,0.0,6.0,0.0016666666666666668
scm,8.944853988967683,0.0,8.0,0.08166666666666667
scm,9.061020923889341,0.0,4.0,0.0
scm,9.061020923889341,0.0,6.0,0.0
scm,9.061020923889341,0.0,8.0,0.07
scm,9.177187858811,0.0,4.0,0.0
scm,9.177187858811,0.0,6.0,0.0
scm,9.177187858811,0.0,8.0,0.04833333333333333
scm,9.293354793732657,0.0,4.0,0.0
scm,9.293354793732657,0.0,6.0,0.0
scm,9.293354793732657,0.0,8.0,0.04
scm,9.409521728654315,0.0,4.0,0.0
scm,9.409521728654315,0.0,6.0,0.0
scm,9.409521728654315,0.0,8.0,0.03833333333333333
scm,9.525688663575973,0.0,4.0,0.0
scm,9.525688663575973,0.0,6.0,0.0
scm,9.525688663575973,0.0,8.0,0.028333333333333332
scm,9.641855598497632,0.0,4.0,0.0
scm,9.641855598497632,0.0,6.0,0.0
scm,9.641855598497632,0.0,8.0,0.028333333333333332
scm,9.758022533419291,0.0,4.0,0.0
scm,9.758022533419291,0.0,6.0,0.0
scm,9.758022533419291,0.0,8.0,0.025
scm,9.87418946834095,0.0,4.0,0.0
scm,9.87418946834095,0.0,6.0,0.0
scm,9.87418946834095,0.0,8.0,0.018333333333333333
scm,9.990356403262608,0.0,4.0,0.0
scm,9.990356403262608,0.0,6.0,0.0
scm,9.990356403262608,0.0,8.0,0.015
scm,10.106523338184266,0.0,4.0,0.0
scm,10.106523338184266,0.0,6.0,0.0
scm,10.106523338184266,0.0,8.0,0.015
scm,10.222690273105924,0.0,4.0,0.0
scm,10.222690273105924,0.0,6.0,0.0
scm,10.222690273105924,0.0,8.0,0.013333333333333334
scm,10.338857208027582,0.0,4.0,0.0
scm,10.338857208027582,0.0,6.0,0.0
scm,10.338857208027582,0.0,8.0,0.01
scm,10.45502414294924,0.0,4.0,0.0
scm,10.45502414294924,0.0,6.0,0.0
scm,10.45502414294924,0.0,8.0,0.008333333333333333
scm,10.571191077870898,0.0,4.0,0.0
scm,10.571191077870898,0.0,6.0,0.0
scm,10.571191077870898,0.0,8.0,0.008333333333333333
scm,10.687358012792556,0.0,4.0,0.0
scm,10.687358012792556,0.0,6.0,0.0
scm,10.687358012792556,0.0,8.0,0.008333333333333333
scm,10.803524947714214,0.0,4.0,0.0
scm,10.803524947714214,0.0,6.0,0.0
scm,10.803524947714214,0.0,8.0,0.006666666666666667
scm,10.919691882635872,0.0,4.0,0.0
scm,10.919691882635872,0.0,6.0,0.0
scm,10.919691882635872,0.0,8.0,0.006666666666666667
scm,11.03585881755753,0.0,4.0,0.0
scm,11.03585881755753,0.0,6.0,0.0
scm,11.03585881755753,0.0,8.0,0.005
scm,11.15202575247919,0.0,4.0,0.0
scm,11.15202575247919,0.0,6.0,0.0
scm,11.15202575247919,0.0,8.0,0.0033333333333333335
scm,11.268192687400848,0.0,4.0,0.0
scm,11.268192687400848,0.0,6.0,0.0
scm,11.268192687400848,0.0,8.0,0.0016666666666666668
scm,11.384359622322506,0.0,4.0,0.0
scm,11.384359622322506,0.0,6.0,0.0
scm,11.384359622322506,0.0,8.0,0.0016666666666666668
scm,11.500526557244164,0.0,4.0,0.0
scm,11.500526557244164,0.0,6.0,0.0
scm,11.500526557244164,0.0,8.0,0.0016666666666666668
scm,11.616693492165822,0.0,4.0,0.0
scm,11.616693492165822,0.0,6.0,0.0
scm,11.616693492165822,0.0,8.0,0.0016666666666666668
tyler,0.0,1.0,4.0,1.0
tyler,0.0,1.0,6.0,1.0
tyler,0.0,1.0,8.0,1.0
tyler,0.11616693492165822,0.06833333333333333,4.0,1.0
tyler,0.11616693492165822,0.06833333333333333,6.0,1.0
tyler,0.11616693492165822,0.06833333333333333,8.0,1.0
tyler,0.23233386984331644,0.005,4.0,1.0
tyler,0.23233386984331644,0.005,6.0,1.0
tyler,0.23233386984331644,0.005,8.0,1.0
tyler,0.3485008047649747,0.0,4.0,1.0
tyler,0.3485008047649747,0.0,6.0,1.0
tyler,0.3485008047649747,0.0,8.0,1.0
tyler,0.4646677396866329,0.0,4.0,1.0
tyler,0.4646677396866329,0.0,6.0,1.0
tyler,0.4646677396866329,0.0,8.0,1.0
tyler,0.5808346746082911,0.0,4.0,1.0
tyler,0.5808346746082911,0.0,6.0,1.0
tyler,0.5808346746082911,0.0,8.0,1.0
tyler,0.6970016095299494,0.0,4.0,1.0
tyler,0.6970016095299494,0.0,6.0,1.0
tyler,0.6970016095299494,0.0,8.0,1.0
tyler,0.8131685444516076,0.0,4.0,1.0
tyler,0.8131685444516076,0.0,6.0,1.0
tyler,0.8131685444516076,0.0,8.0,1.0
tyler,0.9293354793732658,0.0,4.0,1.0
tyler,0.9293354793732658,0.0,6.0,1.0
tyler,0.9293354793732658,0.0,8.0,1.0
tyler,1.045502414294924,0.0,4.0,0.9983333333333333
tyler,1.045502414294924,0.0,6.0,1.0
tyler,1.045502414294924,0.0,8.0,1.0
tyler,1.1616693492165822,0.0,4.0,0.9966666666666667
tyler,1.1616693492165822,0.0,6.0,1.0
tyler,1.1616693492165822,0.0,8.0,1.0
tyler,1.2778362841382405,0.0,4.0,0.9933333333333333
tyler,1.2778362841382405,0.0,6.0,1.0
tyler,1.2778362841382405,0.0,8.0,1.0
tyler,1.3940032190598988,0.0,4.0,0.985
tyler,1.3940032190598988,0.0,6.0,1.0
tyler,1.3940032190598988,0.0,8.0,1.0
tyler,1.5101701539815569,0.0,4.0,0.975
tyler,1.5101701539815569,0.0,6.0,1.0
tyler,1.5101701539815569,0.0,8.0,1.0
tyler,1.6263370889032152,0.0,4.0,0.9583333333333334
tyler,1.6263370889032152,0.0,6.0,1.0
tyler,1.6263370889032152,0.0,8.0,1.0
tyler,1.7425040238248732,0.0,4.0,0.9333333333333333
tyler,1.7425040238248732,0.0,6.0,1.0
tyler,1.7425040238248732,0.0,8.0,1.0
tyler,1.8586709587465315,0.0,4.0,0.905
tyler,1.8586709587465315,0.0,6.0,1.0
tyler,1.8586709587465315,0.0,8.0,1.0
tyler,1.9748378936681898,0.0,4.0,0.8566666666666667
tyler,1.9748378936681898,0.0,6.0,1.0
tyler,1.9748378936681898,0.0,8.0,1.0
tyler,2.091004828589848,0.0,4.0,0.815
tyler,2.091004828589848,0.0,6.0,0.9983333333333333
tyler,2.091004828589848,0.0,8.0,1.0
tyler,2.2071717635115062,0.0,4.0,0.75
tyler,2.2071717635115062,0.0,6.0,0.9983333333333333
tyler,2.2071717635115062,0.0,8.0,1.0
tyler,2.3233386984331643,0.0,4.0,0.6966666666666667
tyler,2.3233386984331643,0.0,6.0,0.995
tyler,2.3233386984331643,0.0,8.0,1.0
tyler,2.439505633354823,0.0,4.0,0.625
tyler,2.439505633354823,0.0,6.0,0.9916666666666667
tyler,2.439505633354823,0.0,8.0,1.0
tyler,2.555672568276481,0.0,4.0,0.5616666666666666
tyler,2.555672568276481,0.0,6.0,0.9866666666666667
tyler,2.555672568276481,0.0,8.0,1.0
tyler,2.671839503198139,0.0,4.0,0.48833333333333334
tyler,2.671839503198139,0.0,6.0,0.98
tyler,2.671839503198139,0.0,8.0,1.0
tyler,2.7880064381197975,0.0,4.0,0.41333333333333333
tyler,2.7880064381197975,0.0,6.0,0.96
tyler,2.7880064381197975,0.0,8.0,1.0
tyler,2.9041733730414556,0.0,4.0,0.35833333333333334
tyler,2.9041733730414556,0.0,6.0,0.9433333333333334
tyler,2.9041733730414556,0.0,8.0,0.9983333333333333
tyler,3.0203403079631137,0.0,4.0,0.28833333333333333
tyler,3.0203403079631137,0.0,6.0,0.9283333333333333
tyler,3.0203403079631137,0.0,8.0,0.9983333333333333
tyler,3.136507242884772,0.0,4.0,0.235
tyler,3.136507242884772,0.0,6.0,0.8966666666666666
tyler,3.136507242884772,0.0,8.0,0.9933333333333333
tyler,3.2526741778064303,0.0,4.0,0.18166666666666667
tyler,3.2526741778064303,0.0,6.0,0.8616666666666667
tyler,3.2526741778064303,0.0,8.0,0.99
tyler,3.3688411127280884,0.0,4.0,0.14166666666666666
tyler,3.3688411127280884,0.0,6.0,0.8316666666666667
tyler,3.3688411127280884,0.0,8.0,0.985
tyler,3.4850080476497465,0.0,4.0,0.10166666666666667
tyler,3.4850080476497465,0.0,6.0,0.7916666666666666
tyler,3.4850080476497465,0.0,8.0,0.9816666666666667
tyler,3.601174982571405,0.0,4.0,0.07166666666666667
tyler,3.601174982571405,0.0,6.0,0.7466666666666667
tyler,3.601174982571405,0.0,8.0,0.975
tyler,3.717341917493063,0.0,4.0,0.058333333333333334
tyler,3.717341917493063,0.0,6.0,0.705
tyler,3.717341917493063,0.0,8.0,0.97
tyler,3.833508852414721,0.0,4.0,0.04833333333333333
tyler,3.833508852414721,0.0,6.0,0.66
tyler,3.833508852414721,0.0,8.0,0.9583333333333334
tyler,3.9496757873363797,0.0,4.0,0.028333333333333332
tyler,3.9496757873363797,0.0,6.0,0.6
tyler,3.9496757873363797,0.0,8.0,0.9433333333333334
tyler,4.065842722258037,0.0,4.0,0.023333333333333334
tyler,4.065842722258037,0.0,6.0,0.5466666666666666
tyler,4.065842722258037,0.0,8.0,0.9266666666666666
tyler,4.182009657179696,0.0,4.0,0.015
tyler,4.182009657179696,0.0,6.0,0.5
tyler,4.182009657179696,0.0,8.0,0.9083333333333333
tyler,4.298176592101354,0.0,4.0,0.01
tyler,4.298176592101354,0.0,6.0,0.44333333333333336
tyler,4.298176592101354,0.0,8.0,0.89
tyler,4.4143435270230125,0.0,4.0,0.006666666666666667
tyler,4.4143435270230125,0.0,6.0,0.395
tyler,4.4143435270230125,0.0,8.0,0.865
tyler,4.5305104619446706,0.0,4.0,0.005
tyler,4.5305104619446706,0.0,6.0,0.35
tyler,4.5305104619446706,0.0,8.0,0.84
tyler,4.646677396866329,0.0,4.0,0.005
tyler,4.646677396866329,0.0,6.0,0.3
tyler,4.646677396866329,0.0,8.0,0.8133333333333334
tyler,4.762844331787987,0.0,4.0,0.0033333333333333335
tyler,4.762844331787987,0.0,6.0,0.25666666666666665
tyler,4.762844331787987,0.0,8.0,0.78
tyler,4.879011266709646,0.0,4.0,0.0
tyler,4.879011266709646,0.0,6.0,0.20833333333333334
tyler,4.879011266709646,0.0,8.0,0.7433333333333333
tyler,4.995178201631304,0.0,4.0,0.0
tyler,4.995178201631304,0.0,6.0,0.17666666666666667
tyler,4.995178201631304,0.0,8.0,0.7133333333333334
tyler,5.111345136552962,0.0,4.0,0.0
tyler,5.111345136552962,0.0,6.0,0.14333333333333334
tyler,5.111345136552962,0.0,8.0,0.6733333333333333
tyler,5.22751207147462,0.0,4.0,0.0
tyler,5.22751207147462,0.0,6.0,0.11666666666666667
tyler,5.22751207147462,0.0,8.0,0.6216666666666667
tyler,5.343679006396278,0.0,4.0,0.0
tyler,5.343679006396278,0.0,6.0,0.09
tyler,5.343679006396278,0.0,8.0,0.5816666666666667
tyler,5.459845941317936,0.0,4.0,0.0
tyler,5.459845941317936,0.0,6.0,0.07333333333333333
tyler,5.459845941317936,0.0,8.0,0.5366666666666666
tyler,5.576012876239595,0.0,4.0,0.0
tyler,5.576012876239595,0.0,6.0,0.06166666666666667
tyler,5.576012876239595,0.0,8.0,0.4766666666666667
tyler,5.692179811161253,0.0,4.0,0.0
tyler,5.692179811161253,0.0,6.0,0.051666666666666666
tyler,5.692179811161253,0.0,8.0,0.43333333333333335
tyler,5.808346746082911,0.0,4.0,0.0
tyler,5.808346746082911,0.0,6.0,0.04
tyler,5.808346746082911,0.0,8.0,0.38333333333333336
tyler,5.924513681004569,0.0,4.0,0.0
tyler,5.924513681004569,0.0,6.0,0.035
tyler,5.924513681004569,0.0,8.0,0.35833333333333334
tyler,6.040680615926227,0.0,4.0,0.0
tyler,6.040680615926227,0.0,6.0,0.02666666666666667
tyler,6.040680615926227,0.0,8.0,0.32
tyler,6.1568475508478855,0.0,4.0,0.0
tyler,6.1568475508478855,0.0,6.0,0.02
tyler,6.1568475508478855,0.0,8.0,0.29833333333333334
tyler,6.273014485769544,0.0,4.0,0.0
tyler,6.273014485769544,0.0,6.0,0.013333333333333334
tyler,6.273014485769544,0.0,8.0,0.2683333333333333
tyler,6.3891814206912025,0.0,4.0,0.0
tyler,6.3891814206912025,0.0,6.0,0.01
tyler,6.3891814206912025,0.0,8.0,0.235
tyler,6.505348355612861,0.0,4.0,0.0
tyler,6.505348355612861,0.0,6.0,0.005
tyler,6.505348355612861,0.0,8.0,0.19833333333333333
tyler,6.621515290534519,0.0,4.0,0.0
tyler,6.621515290534519,0.0,6.0,0.005
tyler,6.621515290534519,0.0,8.0,0.155
tyler,6.737682225456177,0.0,4.0,0.0
tyler,6.737682225456177,0.0,6.0,0.0033333333333333335
tyler,6.737682225456177,0.0,8.0,0.13166666666666665
tyler,6.853849160377835,0.0,4.0,0.0
tyler,6.853849160377835,0.0,6.0,0.0033333333333333335
tyler,6.853849160377835,0.0,8.0,0.11666666666666667
tyler,6.970016095299493,0.0,4.0,0.0
tyler,6.970016095299493,0.0,6.0,0.0016666666666666668
tyler,6.970016095299493,0.0,8.0,0.1
tyler,7.086183030221152,0.0,4.0,0.0
tyler,7.086183030221152,0.0,6.0,0.0016666666666666668
tyler,7.086183030221152,0.0,8.0,0.09333333333333334
tyler,7.20234996514281,0.0,4.0,0.0
tyler,7.20234996514281,0.0,6.0,0.0
tyler,7.20234996514281,0.0,8.0,0.07333333333333333
tyler,7.318516900064468,0.0,4.0,0.0
tyler,7.318516900064468,0.0,6.0,0.0
tyler,7.318516900064468,0.0,8.0,0.06166666666666667
tyler,7.434683834986126,0.0,4.0,0.0
tyler,7.434683834986126,0.0,6.0,0.0
tyler,7.434683834986126,0.0,8.0,0.04666666666666667
tyler,7.550850769907784,0.0,4.0,0.0
tyler,7.550850769907784,0.0,6.0,0.0
tyler,7.550850769907784,0.0,8.0,0.03166666666666667
tyler,7.667017704829442,0.0,4.0,0.0
tyler,7.667017704829442,0.0,6.0,0.0
tyler,7.667017704829442,0.0,8.0,0.02666666666666667
tyler,7.7831846397511,0.0,4.0,0.0
tyler,7.7831846397511,0.0,6.0,0.0
tyler,7.7831846397511,0.0,8.0,0.016666666666666666
tyler,7.899351574672759,0.0,4.0,0.0
tyler,7.899351574672759,0.0,6.0,0.0
tyler,7.899351574672759,0.0,8.0,0.016666666666666666
tyler,8.015518509594417,0.0,4.0,0.0
tyler,8.015518509594417,0.0,6.0,0.0
tyler,8.015518509594417,0.0,8.0,0.011666666666666667
tyler,8.131685444516075,0.0,4.0,0.0
tyler,8.131685444516075,0.0,6.0,0.0
tyler,8.131685444516075,0.0,8.0,0.008333333333333333
tyler,8.247852379437735,0.0,4.0,0.0
tyler,8.247852379437735,0.0,6.0,0.0
tyler,8.247852379437735,0.0,8.0,0.006666666666666667
tyler,8.364019314359393,0.0,4.0,0.0
tyler,8.364019314359393,0.0,6.0,0.0
tyler,8.364019314359393,0.0,8.0,0.006666666666666667
tyler,8.48018624928105,0.0,4.0,0.0
tyler,8.48018624928105,0.0,6.0,0.0
tyler,8.48018624928105,0.0,8.0,0.005
tyler,8.596353184202709,0.0,4.0,0.0
tyler,8.596353184202709,0.0,6.0,0.0
tyler,8.596353184202709,0.0,8.0,0.0033333333333333335
tyler,8.712520119124367,0.0,4.0,0.0
tyler,8.712520119124367,0.0,6.0,0.0
tyler,8.712520119124367,0.0,8.0,0.0033333333333333335
tyler,8.828687054046025,0.0,4.0,0.0
tyler,8.828687054046025,0.0,6.0,0.0
tyler,8.828687054046025,0.0,8.0,0.0
tyler,8.944853988967683,0.0,4.0,0.0
tyler,8.944853988967683,0.0,6.0,0.0
tyler,8.944853988967683,0.0,8.0,0.0
tyler,9.061020923889341,0.0,4.0,0.0
tyler,9.061020923889341,0.0,6.0,0.0
tyler,9.061020923889341,0.0,8.0,0.0
tyler,9.177187858811,0.0,4.0,0.0
